 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
106 2013 5 11 0 -999 -999 -999 -999 -999 1.25 72.21 4.15 95.0 0.0 155.55 -999 286.54 -999 -999 -999 -999 -999 -999 -999
107 2013 5 12 0 -999 -999 -999 -999 -999 0.63 73.49 4.08 95.0 0.0 285.93 -999 292.85 -999 -999 -999 -999 -999 -999 -999
108 2013 5 13 0 -999 -999 -999 -999 -999 0.46 64.1 5.49 95.0 0.0 301.22 -999 295.61 -999 -999 -999 -999 -999 -999 -999
109 2013 5 14 0 -999 -999 -999 -999 -999 0.95 66.13 5.6 95.0 0.01 292.41 -999 316.56 -999 -999 -999 -999 -999 -999 -999
110 2013 5 15 0 -999 -999 -999 -999 -999 1.29 67.51 5.26 95.0 0.0 193.31 -999 312.4 -999 -999 -999 -999 -999 -999 -999
111 2013 5 16 0 -999 -999 -999 -999 -999 1.89 66.34 5.54 95.0 0.0 188.1 -999 310.42 -999 -999 -999 -999 -999 -999 -999
112 2013 5 17 0 -999 -999 -999 -999 -999 2.07 66.02 5.46 95.0 0.0 134.49 -999 305.39 -999 -999 -999 -999 -999 -999 -999
113 2013 5 18 0 -999 -999 -999 -999 -999 2.01 70.64 4.93 95.0 0.0 38.37 -999 304.38 -999 -999 -999 -999 -999 -999 -999
114 2013 5 19 0 -999 -999 -999 -999 -999 1.36 77.46 4.63 95.0 0.0 0.17 -999 293.0 -999 -999 -999 -999 -999 -999 -999
115 2013 5 20 0 -999 -999 -999 -999 -999 1.34 80.24 4.81 95.0 0.0 0.0 -999 291.65 -999 -999 -999 -999 -999 -999 -999
116 2013 5 21 0 -999 -999 -999 -999 -999 1.21 78.96 4.69 95.0 0.0 0.0 -999 277.23 -999 -999 -999 -999 -999 -999 -999
117 2013 5 22 0 -999 -999 -999 -999 -999 1.45 79.32 4.81 95.0 0.0 0.0 -999 280.76 -999 -999 -999 -999 -999 -999 -999
118 2013 5 23 0 -999 -999 -999 -999 -999 1.24 78.77 5.03 95.0 0.0 0.0 -999 279.28 -999 -999 -999 -999 -999 -999 -999
119 2013 6 0 0 -999 -999 -999 -999 -999 0.69 78.66 5.18 95.0 0.0 0.0 -999 287.82 -999 -999 -999 -999 -999 -999 -999
120 2013 6 1 0 -999 -999 -999 -999 -999 0.22 81.88 4.81 95.0 0.0 0.0 -999 280.13 -999 -999 -999 -999 -999 -999 -999
121 2013 6 2 0 -999 -999 -999 -999 -999 1.03 84.28 4.58 95.0 0.0 0.0 -999 272.49 -999 -999 -999 -999 -999 -999 -999
122 2013 6 3 0 -999 -999 -999 -999 -999 1.7 85.34 4.6 95.0 0.0 0.0 -999 276.81 -999 -999 -999 -999 -999 -999 -999
123 2013 6 4 0 -999 -999 -999 -999 -999 2.02 86.43 4.49 95.0 0.0 0.0 -999 255.9 -999 -999 -999 -999 -999 -999 -999
124 2013 6 5 0 -999 -999 -999 -999 -999 1.97 86.92 4.47 95.0 0.0 0.0 -999 263.76 -999 -999 -999 -999 -999 -999 -999
125 2013 6 6 0 -999 -999 -999 -999 -999 2.47 90.25 3.93 95.0 0.0 0.0 -999 268.54 -999 -999 -999 -999 -999 -999 -999
126 2013 6 7 0 -999 -999 -999 -999 -999 2.32 92.65 3.72 95.0 0.01 0.0 -999 287.54 -999 -999 -999 -999 -999 -999 -999
127 2013 6 8 0 -999 -999 -999 -999 -999 1.51 91.61 3.97 95.0 0.01 0.26 -999 266.24 -999 -999 -999 -999 -999 -999 -999
